brand_id,official_domain,vertical_l1,vertical_l2,original_brand_name,cleaned_brand_name,selected_source,brand_quality,final_brand_score,original_name_score,domain_candidate_score,reasons
brand_iop-org_97787b99,iop.org,travel_hospitality,hotel_booking,Iop,Iop,original_brand_name,valid,0.901,1,0.75,
brand_java-com_dca40829,java.com,art_culture,craft,Java,Java,original_brand_name,valid,0.901,1,0.75,
brand_brookings-edu_fc5a8c67,brookings.edu,b2b_services,business_service,Brookings,Brookings,original_brand_name,valid,0.901,1,0.75,
brand_khanacademy-org_9ef34ca3,khanacademy.org,baby_parenting,baby_products,Khanacademy,Khanacademy,original_brand_name,valid,0.901,1,0.75,
brand_cbc-ca_1916c807,cbc.ca,beauty_personal_care,cosmetics,Cbc,Cbc,original_brand_name,valid,0.901,1,0.75,
brand_amazon-co-uk_dadab4a0,amazon.co.uk,consumer_electronics,laptop,Amazon,Amazon,original_brand_name,valid,0.901,1,0.75,
brand_asus-com_aebc5fe7,asus.com,developer_tools,dev_platform,Asus,Asus,original_brand_name,valid,0.901,1,0.75,
brand_imagemagick-org_3e5028fe,imagemagick.org,education,online_learning,Imagemagick,Imagemagick,original_brand_name,valid,0.901,1,0.75,
brand_akismet-com_bc3cb221,akismet.com,fashion,apparel,Akismet,Akismet,original_brand_name,valid,0.901,1,0.75,
brand_dmoz-org_e06aa7aa,dmoz.org,finance,digital_banking,Dmoz,Dmoz,original_brand_name,valid,0.901,1,0.75,
brand_phys-org_82b2d5f9,phys.org,food_beverage,snacks,Phys,Phys,original_brand_name,valid,0.901,1,0.75,
brand_hilton-com_66580c66,hilton.com,gaming_entertainment,gaming,Hilton,Hilton,original_brand_name,valid,0.901,1,0.75,
brand_fbi-gov_51437a7f,fbi.gov,health_wellness,healthcare,Fbi,Fbi,original_brand_name,valid,0.901,1,0.75,
brand_curl-se_9e832003,curl.se,home_appliance,kitchen_appliance,Curl,Curl,original_brand_name,valid,0.901,1,0.75,
brand_lefigaro-fr_954efa03,lefigaro.fr,home_improvement,home_decor,Lefigaro,Lefigaro,original_brand_name,valid,0.901,1,0.75,
brand_fontawesome-com_50cf76e5,fontawesome.com,local_services,food_delivery,Fontawesome,Fontawesome,original_brand_name,valid,0.901,1,0.75,
brand_uspto-gov_224587e5,uspto.gov,mobility,automotive,Uspto,Uspto,original_brand_name,valid,0.901,1,0.75,
brand_globo-com_a8f1aca2,globo.com,pet,pet_supplies,Globo,Globo,original_brand_name,valid,0.901,1,0.75,
brand_axios-com_aeea2da5,axios.com,saas,productivity,Axios,Axios,original_brand_name,valid,0.901,1,0.75,
brand_gotowebinar-com_4d2398df,gotowebinar.com,sports_outdoor,fitness,Gotowebinar,Gotowebinar,original_brand_name,valid,0.901,1,0.75,
brand_or-id_abc50741,or.id,travel_hospitality,hotel_booking,Or,Or,original_brand_name,valid,0.901,1,0.75,
brand_ihg-com_5504c653,ihg.com,art_culture,craft,Ihg,Ihg,original_brand_name,valid,0.901,1,0.75,
brand_huggingface-co_bdabbc47,huggingface.co,b2b_services,business_service,Huggingface,Huggingface,original_brand_name,valid,0.901,1,0.75,
brand_haxx-se_e3641183,haxx.se,baby_parenting,baby_products,Haxx,Haxx,original_brand_name,valid,0.901,1,0.75,
brand_newsweek-com_cec3a908,newsweek.com,beauty_personal_care,skincare,Newsweek,Newsweek,original_brand_name,valid,0.901,1,0.75,
brand_imgur-com_b95f169d,imgur.com,consumer_electronics,smartphone,Imgur,Imgur,original_brand_name,valid,0.901,1,0.75,
brand_paypal-me_ae21dfbf,paypal.me,developer_tools,dev_platform,Paypal,Paypal,original_brand_name,valid,0.901,1,0.75,
brand_mozilla-com_7c0585b3,mozilla.com,education,online_learning,Mozilla,Mozilla,original_brand_name,valid,0.901,1,0.75,
brand_eff-org_03a303e6,eff.org,fashion,footwear,Eff,Eff,original_brand_name,valid,0.901,1,0.75,
brand_bc-ca_6a73b214,bc.ca,finance,digital_banking,Bc,Bc,original_brand_name,valid,0.901,1,0.75,
brand_weather-com_c3d51bd9,weather.com,food_beverage,snacks,Weather,Weather,original_brand_name,valid,0.901,1,0.75,
brand_ed-gov_8f1ff0a3,ed.gov,gaming_entertainment,gaming,Ed,Ed,original_brand_name,valid,0.901,1,0.75,
brand_githubusercontent-com_4c5949e1,githubusercontent.com,health_wellness,healthcare,Githubusercontent,Githubusercontent,original_brand_name,valid,0.901,1,0.75,
brand_verisign-com_3b1640d7,verisign.com,home_appliance,kitchen_appliance,Verisign,Verisign,original_brand_name,valid,0.901,1,0.75,
brand_itch-io_84ff8eb3,itch.io,home_improvement,home_decor,Itch,Itch,original_brand_name,valid,0.901,1,0.75,
brand_tamu-edu_e6c545d7,tamu.edu,local_services,food_delivery,Tamu,Tamu,original_brand_name,valid,0.901,1,0.75,
brand_ycombinator-com_8fb31a15,ycombinator.com,mobility,automotive,Ycombinator,Ycombinator,original_brand_name,valid,0.901,1,0.75,
brand_wipo-int_ba6c0da9,wipo.int,pet,pet_supplies,Wipo,Wipo,original_brand_name,valid,0.901,1,0.75,
brand_ethz-ch_52da7f2c,ethz.ch,saas,productivity,Ethz,Ethz,original_brand_name,valid,0.901,1,0.75,
brand_treasury-gov_fe80009b,treasury.gov,sports_outdoor,fitness,Treasury,Treasury,original_brand_name,valid,0.901,1,0.75,
brand_fiverr-com_47df52fa,fiverr.com,travel_hospitality,hotel_booking,Fiverr,Fiverr,original_brand_name,valid,0.901,1,0.75,
brand_imageshack-us_7c2ca808,imageshack.us,art_culture,craft,Imageshack,Imageshack,original_brand_name,valid,0.901,1,0.75,
brand_greenpeace-org_447b0544,greenpeace.org,b2b_services,business_service,Greenpeace,Greenpeace,original_brand_name,valid,0.901,1,0.75,
brand_youronlinechoices-eu_19644c03,youronlinechoices.eu,baby_parenting,baby_products,Youronlinechoices,Youronlinechoices,original_brand_name,valid,0.901,1,0.75,
brand_wikihow-com_1d330ce1,wikihow.com,beauty_personal_care,cosmetics,Wikihow,Wikihow,original_brand_name,valid,0.901,1,0.75,
brand_fda-gov_f8144339,fda.gov,consumer_electronics,laptop,Fda,Fda,original_brand_name,valid,0.901,1,0.75,
brand_accor-com_f551eee4,accor.com,developer_tools,dev_platform,Accor,Accor,original_brand_name,valid,0.901,1,0.75,
brand_amazon-ca_0d4db72c,amazon.ca,education,online_learning,Amazon,Amazon,original_brand_name,valid,0.901,1,0.75,
brand_us-com_09693066,us.com,fashion,apparel,Us,Us,original_brand_name,valid,0.901,1,0.75,
brand_kaspersky-com_140cc4a0,kaspersky.com,finance,digital_banking,Kaspersky,Kaspersky,original_brand_name,valid,0.901,1,0.75,
brand_uber-com_587af5ad,uber.com,food_beverage,snacks,Uber,Uber,original_brand_name,valid,0.901,1,0.75,
brand_medicalnewstoday-com_81267863,medicalnewstoday.com,gaming_entertainment,gaming,Medicalnewstoday,Medicalnewstoday,original_brand_name,valid,0.901,1,0.75,
brand_fbcdn-net_b96d4706,fbcdn.net,health_wellness,healthcare,Fbcdn,Fbcdn,original_brand_name,valid,0.901,1,0.75,
brand_flic-kr_e97c04aa,flic.kr,home_appliance,kitchen_appliance,Flic,Flic,original_brand_name,valid,0.901,1,0.75,
brand_threads-com_3458a57c,threads.com,home_improvement,home_decor,Threads,Threads,domain_candidate,valid,0.726,0.55,0.75,non_brand_hint
brand_hootsuite-com_f1ea643d,hootsuite.com,local_services,food_delivery,Hootsuite,Hootsuite,original_brand_name,valid,0.901,1,0.75,
brand_deezer-com_832b3386,deezer.com,mobility,automotive,Deezer,Deezer,original_brand_name,valid,0.901,1,0.75,
brand_unep-org_6dc1806c,unep.org,pet,pet_supplies,Unep,Unep,original_brand_name,valid,0.901,1,0.75,
brand_yandex-com_fa1e1376,yandex.com,saas,productivity,Yandex,Yandex,original_brand_name,valid,0.901,1,0.75,
brand_cancer-org_91f49da9,cancer.org,sports_outdoor,fitness,Cancer,Cancer,original_brand_name,valid,0.901,1,0.75,
brand_webex-com_b9f912a9,webex.com,travel_hospitality,hotel_booking,Webex,Webex,original_brand_name,valid,0.901,1,0.75,
brand_target-com_c4790545,target.com,art_culture,craft,Target,Target,original_brand_name,valid,0.901,1,0.75,
brand_wireshark-org_1931cfc6,wireshark.org,b2b_services,business_service,Wireshark,Wireshark,original_brand_name,valid,0.901,1,0.75,
brand_mi-com_728a5f17,mi.com,baby_parenting,baby_products,Mi,Mi,original_brand_name,valid,0.901,1,0.75,
brand_tripod-com_d10caba6,tripod.com,beauty_personal_care,skincare,Tripod,Tripod,original_brand_name,valid,0.901,1,0.75,
brand_nationalgeographic-com_75832284,nationalgeographic.com,consumer_electronics,laptop,Nationalgeographic,Nationalgeographic,original_brand_name,valid,0.901,1,0.75,
brand_ed-ac-uk_a92f5463,ed.ac.uk,developer_tools,dev_platform,Ed,Ed,original_brand_name,valid,0.901,1,0.75,
brand_osu-edu_97056214,osu.edu,education,online_learning,Osu,Osu,original_brand_name,valid,0.901,1,0.75,
brand_canada-ca_75706d7a,canada.ca,fashion,footwear,Canada,Canada,original_brand_name,valid,0.901,1,0.75,
brand_dot-gov_60cea4ab,dot.gov,finance,digital_banking,Dot,Dot,original_brand_name,valid,0.901,1,0.75,
brand_usa-gov_0e579a96,usa.gov,food_beverage,snacks,Usa,Usa,original_brand_name,valid,0.901,1,0.75,
brand_digg-com_bb241c7c,digg.com,gaming_entertainment,gaming,Digg,Digg,original_brand_name,valid,0.901,1,0.75,
brand_lifehacker-com_8562a537,lifehacker.com,health_wellness,healthcare,Lifehacker,Lifehacker,original_brand_name,valid,0.901,1,0.75,
brand_libsyn-com_85823298,libsyn.com,home_appliance,kitchen_appliance,Libsyn,Libsyn,original_brand_name,valid,0.901,1,0.75,
brand_kpmg-com_e79d0c2e,kpmg.com,home_improvement,home_decor,Kpmg,Kpmg,original_brand_name,valid,0.901,1,0.75,
brand_news-com-au_94fe83b3,news.com.au,local_services,food_delivery,News,News,original_brand_name,valid,0.901,1,0.3,generic_domain_root
brand_metro-co-uk_bf5050e6,metro.co.uk,mobility,automotive,Metro,Metro,original_brand_name,valid,0.901,1,0.75,
brand_lego-com_bc417c35,lego.com,pet,pet_supplies,Lego,Lego,original_brand_name,valid,0.901,1,0.75,
brand_novell-com_cb412399,novell.com,saas,productivity,Novell,Novell,original_brand_name,valid,0.901,1,0.75,
brand_gmail-com_6edb33da,gmail.com,sports_outdoor,fitness,Gmail,Gmail,original_brand_name,valid,0.901,1,0.75,
brand_qcloud-com_a2ebe737,qcloud.com,travel_hospitality,hotel_booking,Qcloud,Qcloud,original_brand_name,valid,0.901,1,0.75,
brand_speedtest-net_165135ea,speedtest.net,art_culture,craft,Speedtest,Speedtest,original_brand_name,valid,0.901,1,0.75,
brand_ipcc-ch_e84212b8,ipcc.ch,b2b_services,business_service,Ipcc,Ipcc,original_brand_name,valid,0.901,1,0.75,
brand_iea-org_33d6e77f,iea.org,baby_parenting,baby_products,Iea,Iea,original_brand_name,valid,0.901,1,0.75,
brand_ucla-edu_d996c3b6,ucla.edu,beauty_personal_care,cosmetics,Ucla,Ucla,original_brand_name,valid,0.901,1,0.75,
brand_zendesk-com_a5fe917c,zendesk.com,consumer_electronics,smartphone,Zendesk,Zendesk,original_brand_name,valid,0.901,1,0.75,
brand_vogue-com_6fbba0e7,vogue.com,developer_tools,dev_platform,Vogue,Vogue,original_brand_name,valid,0.901,1,0.75,
brand_prezi-com_c62a8cc1,prezi.com,education,online_learning,Prezi,Prezi,original_brand_name,valid,0.901,1,0.75,
brand_gartner-com_8e611042,gartner.com,fashion,apparel,Gartner,Gartner,original_brand_name,valid,0.901,1,0.75,
brand_ahrefs-com_08eb8137,ahrefs.com,finance,digital_banking,Ahrefs,Ahrefs,original_brand_name,valid,0.901,1,0.75,
brand_wa-gov_de124173,wa.gov,food_beverage,snacks,Wa,Wa,original_brand_name,valid,0.901,1,0.75,
brand_siemens-com_1141db58,siemens.com,gaming_entertainment,gaming,Siemens,Siemens,original_brand_name,valid,0.901,1,0.75,
brand_meta-com_e60e597b,meta.com,health_wellness,healthcare,Meta,Meta,original_brand_name,valid,0.901,1,0.75,
brand_texas-gov_d280ade5,texas.gov,home_appliance,kitchen_appliance,Texas,Texas,original_brand_name,valid,0.901,1,0.75,
brand_com-com_8a1a5374,com.com,home_improvement,home_decor,Com,Com,original_brand_name,valid,0.901,1,0.75,
brand_hrw-org_01ee1fbd,hrw.org,local_services,food_delivery,Hrw,Hrw,original_brand_name,valid,0.901,1,0.75,
brand_iheart-com_0d7019dc,iheart.com,mobility,automotive,Iheart,Iheart,original_brand_name,valid,0.901,1,0.75,
brand_wikisource-org_06ccc044,wikisource.org,pet,pet_supplies,Wikisource,Wikisource,original_brand_name,valid,0.901,1,0.75,
brand_digitaltrends-com_83dc982f,digitaltrends.com,saas,productivity,Digitaltrends,Digitaltrends,original_brand_name,valid,0.901,1,0.75,
brand_nobelprize-org_a5dbfb34,nobelprize.org,sports_outdoor,fitness,Nobelprize,Nobelprize,original_brand_name,valid,0.901,1,0.75,
brand_army-mil_f280c7b7,army.mil,travel_hospitality,hotel_booking,Army,Army,original_brand_name,valid,0.901,1,0.75,
brand_hopkinsmedicine-org_ff211dd7,hopkinsmedicine.org,art_culture,craft,Hopkinsmedicine,Hopkinsmedicine,original_brand_name,valid,0.901,1,0.75,
brand_gumroad-com_4a8cab93,gumroad.com,b2b_services,business_service,Gumroad,Gumroad,original_brand_name,valid,0.901,1,0.75,
brand_hyatt-com_29f6ed4e,hyatt.com,baby_parenting,baby_products,Hyatt,Hyatt,original_brand_name,valid,0.901,1,0.75,
brand_acs-org_b754f437,acs.org,beauty_personal_care,skincare,Acs,Acs,original_brand_name,valid,0.901,1,0.75,
brand_academia-edu_6d35f8b1,academia.edu,consumer_electronics,laptop,Academia,Academia,original_brand_name,valid,0.901,1,0.75,
brand_1688-com_56736660,1688.com,developer_tools,dev_platform,1688,1688,original_brand_name,valid,0.901,1,0.35,numeric_domain_root
brand_dynadot-com_d5992d64,dynadot.com,education,online_learning,Dynadot,Dynadot,original_brand_name,valid,0.901,1,0.75,
brand_gob-mx_48b65047,gob.mx,fashion,footwear,Gob,Gob,original_brand_name,valid,0.901,1,0.75,
brand_heise-de_17bbb1ab,heise.de,finance,digital_banking,Heise,Heise,original_brand_name,valid,0.901,1,0.75,
brand_vkontakte-ru_798d6963,vkontakte.ru,food_beverage,snacks,Vkontakte,Vkontakte,original_brand_name,valid,0.901,1,0.75,
brand_getpocket-com_065e9dad,getpocket.com,gaming_entertainment,gaming,Getpocket,Getpocket,original_brand_name,valid,0.901,1,0.75,
brand_ibb-co_813e804d,ibb.co,health_wellness,healthcare,Ibb,Ibb,original_brand_name,valid,0.901,1,0.75,
brand_zillow-com_f94ed231,zillow.com,home_appliance,kitchen_appliance,Zillow,Zillow,original_brand_name,valid,0.901,1,0.75,
brand_douban-com_231e58a5,douban.com,home_improvement,home_decor,Douban,Douban,original_brand_name,valid,0.901,1,0.75,
brand_istockphoto-com_9c412816,istockphoto.com,local_services,food_delivery,Istockphoto,Istockphoto,original_brand_name,valid,0.901,1,0.75,
brand_cn-com_36cb72f1,cn.com,mobility,automotive,Cn,Cn,original_brand_name,valid,0.901,1,0.75,
brand_eventbrite-co-uk_44920ecf,eventbrite.co.uk,pet,pet_supplies,Eventbrite,Eventbrite,original_brand_name,valid,0.901,1,0.75,
brand_ea-com_c5f347fa,ea.com,saas,productivity,Ea,Ea,original_brand_name,valid,0.901,1,0.75,
brand_domaintools-com_1a9028f6,domaintools.com,sports_outdoor,fitness,Domaintools,Domaintools,original_brand_name,valid,0.901,1,0.75,
brand_trustindex-io_7042e73b,trustindex.io,travel_hospitality,hotel_booking,Trustindex,Trustindex,original_brand_name,valid,0.901,1,0.75,
brand_freedesktop-org_2ec45ff2,freedesktop.org,art_culture,craft,Freedesktop,Freedesktop,original_brand_name,valid,0.901,1,0.75,
brand_boston-com_fd2f3fb9,boston.com,b2b_services,business_service,Boston,Boston,original_brand_name,valid,0.901,1,0.75,
brand_yumpu-com_8b70dc01,yumpu.com,baby_parenting,baby_products,Yumpu,Yumpu,original_brand_name,valid,0.901,1,0.75,
brand_telegra-ph_2ba72420,telegra.ph,beauty_personal_care,cosmetics,Telegra,Telegra,original_brand_name,valid,0.901,1,0.75,
brand_columbia-edu_16deed15,columbia.edu,consumer_electronics,smartphone,Columbia,Columbia,original_brand_name,valid,0.901,1,0.75,
brand_ucsb-edu_4fe0ef9f,ucsb.edu,developer_tools,dev_platform,Ucsb,Ucsb,original_brand_name,valid,0.901,1,0.75,
brand_redis-io_fb37732a,redis.io,education,online_learning,Redis,Redis,original_brand_name,valid,0.901,1,0.75,
brand_mashable-com_caf364a0,mashable.com,fashion,apparel,Mashable,Mashable,original_brand_name,valid,0.901,1,0.75,
brand_mpg-de_b4caa5d4,mpg.de,finance,digital_banking,Mpg,Mpg,original_brand_name,valid,0.901,1,0.75,
brand_today-com_718de543,today.com,food_beverage,snacks,Today,Today,original_brand_name,valid,0.901,1,0.75,
brand_thesun-co-uk_d72305cb,thesun.co.uk,gaming_entertainment,gaming,Thesun,Thesun,original_brand_name,valid,0.901,1,0.75,
brand_wikibooks-org_f15dd123,wikibooks.org,health_wellness,healthcare,Wikibooks,Wikibooks,original_brand_name,valid,0.901,1,0.75,
brand_nyc-gov_ddef7d73,nyc.gov,home_appliance,kitchen_appliance,Nyc,Nyc,original_brand_name,valid,0.901,1,0.75,
brand_google-ru_76257798,google.ru,home_improvement,home_decor,Google,Google,original_brand_name,valid,0.901,1,0.75,
brand_termsfeed-com_ebe3020f,termsfeed.com,local_services,food_delivery,Termsfeed,Termsfeed,original_brand_name,valid,0.901,1,0.75,
brand_hindustantimes-com_706d3870,hindustantimes.com,mobility,automotive,Hindustantimes,Hindustantimes,original_brand_name,valid,0.901,1,0.75,
brand_securityfocus-com_cceb8b9c,securityfocus.com,pet,pet_supplies,Securityfocus,Securityfocus,original_brand_name,valid,0.901,1,0.75,
brand_americanexpress-com_08ec1210,americanexpress.com,saas,productivity,Americanexpress,Americanexpress,original_brand_name,valid,0.901,1,0.75,
brand_envato-market_fdbd29ca,envato.market,sports_outdoor,fitness,Envato,Envato,original_brand_name,valid,0.901,1,0.75,
brand_nba-com_1b5fa910,nba.com,travel_hospitality,hotel_booking,Nba,Nba,original_brand_name,valid,0.901,1,0.75,
brand_jetbrains-com_72101277,jetbrains.com,art_culture,craft,Jetbrains,Jetbrains,original_brand_name,valid,0.901,1,0.75,
brand_trendmicro-com_cbfc5bf9,trendmicro.com,b2b_services,business_service,Trendmicro,Trendmicro,original_brand_name,valid,0.901,1,0.75,
brand_medscape-com_b1bebee6,medscape.com,baby_parenting,baby_products,Medscape,Medscape,original_brand_name,valid,0.901,1,0.75,
brand_mitre-org_438828a1,mitre.org,beauty_personal_care,skincare,Mitre,Mitre,original_brand_name,valid,0.901,1,0.75,
brand_state-gov_d9760bab,state.gov,consumer_electronics,laptop,State,State,original_brand_name,valid,0.901,1,0.75,
brand_pitt-edu_6d397fba,pitt.edu,developer_tools,dev_platform,Pitt,Pitt,original_brand_name,valid,0.901,1,0.75,
brand_upwork-com_f92af583,upwork.com,education,online_learning,Upwork,Upwork,original_brand_name,valid,0.901,1,0.75,
brand_slack-com_5dedc889,slack.com,fashion,footwear,Slack,Slack,original_brand_name,valid,0.901,1,0.75,
brand_lua-org_b833a0df,lua.org,finance,digital_banking,Lua,Lua,original_brand_name,valid,0.901,1,0.75,
brand_aliyuncs-com_eaa865ab,aliyuncs.com,food_beverage,snacks,Aliyuncs,Aliyuncs,original_brand_name,valid,0.901,1,0.75,
brand_sfgate-com_36160848,sfgate.com,gaming_entertainment,gaming,Sfgate,Sfgate,original_brand_name,valid,0.901,1,0.75,
brand_isc-org_34a5ac38,isc.org,health_wellness,healthcare,Isc,Isc,original_brand_name,valid,0.901,1,0.75,
brand_cnil-fr_ace39a67,cnil.fr,home_appliance,kitchen_appliance,Cnil,Cnil,original_brand_name,valid,0.901,1,0.75,
brand_amnesty-org_42b47475,amnesty.org,home_improvement,home_decor,Amnesty,Amnesty,original_brand_name,valid,0.901,1,0.75,
brand_cia-gov_89c80135,cia.gov,local_services,food_delivery,Cia,Cia,original_brand_name,valid,0.901,1,0.75,
brand_dreamhost-com_4ca17d2c,dreamhost.com,mobility,automotive,Dreamhost,Dreamhost,original_brand_name,valid,0.901,1,0.75,
brand_pcworld-com_5ac16604,pcworld.com,pet,pet_supplies,Pcworld,Pcworld,original_brand_name,valid,0.901,1,0.75,
brand_att-com_e4e69d7f,att.com,saas,productivity,Att,Att,original_brand_name,valid,0.901,1,0.75,
brand_navy-mil_2403ab0f,navy.mil,sports_outdoor,fitness,Navy,Navy,original_brand_name,valid,0.901,1,0.75,
brand_mediawiki-org_d854b16e,mediawiki.org,travel_hospitality,hotel_booking,Mediawiki,Mediawiki,original_brand_name,valid,0.901,1,0.75,
brand_perl-com_5c0f3406,perl.com,art_culture,craft,Perl,Perl,original_brand_name,valid,0.901,1,0.75,
brand_sa-com_4eea18db,sa.com,b2b_services,business_service,Sa,Sa,original_brand_name,valid,0.901,1,0.75,
brand_panasonic-com_40c8dd05,panasonic.com,baby_parenting,baby_products,Panasonic,Panasonic,original_brand_name,valid,0.901,1,0.75,
brand_ikea-com_38a2d30c,ikea.com,beauty_personal_care,cosmetics,Ikea,Ikea,original_brand_name,valid,0.901,1,0.75,
brand_statcounter-com_5b7c8754,statcounter.com,consumer_electronics,smartphone,Statcounter,Statcounter,original_brand_name,valid,0.901,1,0.75,
brand_narod-ru_ea8bfe8a,narod.ru,developer_tools,dev_platform,Narod,Narod,original_brand_name,valid,0.901,1,0.75,
brand_urbandictionary-com_fa6c35e9,urbandictionary.com,education,online_learning,Urbandictionary,Urbandictionary,original_brand_name,valid,0.901,1,0.75,
brand_elpais-com_619cd1e4,elpais.com,fashion,apparel,Elpais,Elpais,original_brand_name,valid,0.901,1,0.75,
brand_gimp-org_173ecceb,gimp.org,finance,digital_banking,Gimp,Gimp,original_brand_name,valid,0.901,1,0.75,
brand_or-jp_cbdc68df,or.jp,food_beverage,snacks,Or,Or,original_brand_name,valid,0.901,1,0.75,
brand_smh-com-au_23986441,smh.com.au,gaming_entertainment,gaming,Smh,Smh,original_brand_name,valid,0.901,1,0.75,
brand_padlet-com_e01cd0af,padlet.com,health_wellness,healthcare,Padlet,Padlet,original_brand_name,valid,0.901,1,0.75,
brand_indiana-edu_03b961e7,indiana.edu,home_appliance,kitchen_appliance,Indiana,Indiana,original_brand_name,valid,0.901,1,0.75,
brand_fedex-com_6fc0872b,fedex.com,home_improvement,home_decor,Fedex,Fedex,original_brand_name,valid,0.901,1,0.75,
brand_dataprivacyframework-gov_2368e6fa,dataprivacyframework.gov,local_services,food_delivery,Dataprivacyframework,Dataprivacyframework,original_brand_name,valid,0.901,1,0.75,
brand_gitbook-io_d69acb7c,gitbook.io,mobility,automotive,Gitbook,Gitbook,original_brand_name,valid,0.901,1,0.75,
brand_usps-com_5b9f5214,usps.com,pet,pet_supplies,Usps,Usps,original_brand_name,valid,0.901,1,0.75,
brand_salon-com_2f7d927e,salon.com,saas,productivity,Salon,Salon,original_brand_name,valid,0.901,1,0.75,
brand_twimg-com_c1a1b609,twimg.com,sports_outdoor,fitness,Twimg,Twimg,original_brand_name,valid,0.901,1,0.75,
brand_linklist-bio_f9ef1bfa,linklist.bio,travel_hospitality,hotel_booking,Linklist,Linklist,original_brand_name,valid,0.901,1,0.75,
brand_bitly-com_11c86361,bitly.com,art_culture,craft,Bitly,Bitly,original_brand_name,valid,0.901,1,0.75,
brand_zimbra-com_93e5b05d,zimbra.com,b2b_services,business_service,Zimbra,Zimbra,original_brand_name,valid,0.901,1,0.75,
brand_man7-org_3c8aa6c0,man7.org,baby_parenting,baby_products,Man7,Man7,original_brand_name,valid,0.901,1,0.75,
brand_matterport-com_3b95dff7,matterport.com,beauty_personal_care,skincare,Matterport,Matterport,original_brand_name,valid,0.901,1,0.75,
brand_xing-com_93c9a5b8,xing.com,consumer_electronics,laptop,Xing,Xing,original_brand_name,valid,0.901,1,0.75,
brand_verizon-com_2ebb8ed6,verizon.com,developer_tools,dev_platform,Verizon,Verizon,original_brand_name,valid,0.901,1,0.75,
brand_welt-de_b8e1d463,welt.de,education,online_learning,Welt,Welt,original_brand_name,valid,0.901,1,0.75,
brand_kernel-org_416f5a28,kernel.org,fashion,footwear,Kernel,Kernel,original_brand_name,valid,0.901,1,0.75,
brand_vatican-va_bcc6981b,vatican.va,finance,digital_banking,Vatican,Vatican,original_brand_name,valid,0.901,1,0.75,
brand_nic-in_62f29f92,nic.in,food_beverage,snacks,Nic,Nic,original_brand_name,valid,0.901,1,0.75,
brand_history-com_febb41d4,history.com,gaming_entertainment,gaming,History,History,original_brand_name,valid,0.901,1,0.75,
brand_wustl-edu_9aa4f74e,wustl.edu,health_wellness,healthcare,Wustl,Wustl,original_brand_name,valid,0.901,1,0.75,
brand_figma-com_da0f2c2c,figma.com,home_appliance,kitchen_appliance,Figma,Figma,original_brand_name,valid,0.901,1,0.75,
brand_amazon-adsystem-com_318ed080,amazon-adsystem.com,home_improvement,home_decor,Amazon Adsystem,Amazon Adsystem,original_brand_name,valid,0.901,1,0.75,
brand_clinicaltrials-gov_4e89c74c,clinicaltrials.gov,local_services,food_delivery,Clinicaltrials,Clinicaltrials,original_brand_name,valid,0.901,1,0.75,
brand_ups-com_fffcd0ef,ups.com,mobility,automotive,Ups,Ups,original_brand_name,valid,0.901,1,0.75,
brand_zapier-com_a202285d,zapier.com,pet,pet_supplies,Zapier,Zapier,original_brand_name,valid,0.901,1,0.75,
brand_thefreedictionary-com_3ec301c0,thefreedictionary.com,saas,productivity,Thefreedictionary,Thefreedictionary,original_brand_name,valid,0.901,1,0.75,
brand_caltech-edu_b3d47cd0,caltech.edu,sports_outdoor,fitness,Caltech,Caltech,original_brand_name,valid,0.901,1,0.75,
brand_yp-to_8404c0d5,yp.to,travel_hospitality,hotel_booking,Yp,Yp,original_brand_name,valid,0.901,1,0.75,
brand_federalregister-gov_b839cfaf,federalregister.gov,art_culture,craft,Federalregister,Federalregister,original_brand_name,valid,0.901,1,0.75,
brand_hbs-edu_20c9bdb2,hbs.edu,b2b_services,business_service,Hbs,Hbs,original_brand_name,valid,0.901,1,0.75,
brand_foursquare-com_6c045313,foursquare.com,baby_parenting,baby_products,Foursquare,Foursquare,original_brand_name,valid,0.901,1,0.75,
brand_people-com-cn_7014dbab,people.com.cn,beauty_personal_care,cosmetics,People,People,original_brand_name,valid,0.901,1,0.75,
brand_psu-edu_fb21418f,psu.edu,consumer_electronics,smartphone,Psu,Psu,original_brand_name,valid,0.901,1,0.75,
brand_edx-org_a9113bf4,edx.org,developer_tools,dev_platform,Edx,Edx,original_brand_name,valid,0.901,1,0.75,
brand_mega-nz_d1d8d1ed,mega.nz,education,online_learning,Mega,Mega,original_brand_name,valid,0.901,1,0.75,
brand_unicef-org_59429160,unicef.org,fashion,apparel,Unicef,Unicef,original_brand_name,valid,0.901,1,0.75,
brand_colorlib-com_8a931a91,colorlib.com,finance,digital_banking,Colorlib,Colorlib,original_brand_name,valid,0.901,1,0.75,
brand_co-in_7bb88e66,co.in,food_beverage,snacks,Co,Co,original_brand_name,valid,0.901,1,0.75,
brand_thehill-com_874e9dfb,thehill.com,gaming_entertainment,gaming,Thehill,Thehill,original_brand_name,valid,0.901,1,0.75,
brand_osha-gov_c5360473,osha.gov,health_wellness,healthcare,Osha,Osha,original_brand_name,valid,0.901,1,0.75,
brand_canva-site_5292ff5e,canva.site,home_appliance,kitchen_appliance,Canva,Canva,original_brand_name,valid,0.901,1,0.75,
brand_unl-edu_7e426772,unl.edu,home_improvement,home_decor,Unl,Unl,original_brand_name,valid,0.901,1,0.75,
