brand_id,official_domain,vertical_l1,vertical_l2,original_brand_name,cleaned_brand_name,selected_source,domain_entity_type,domain_hard_gate,entity_decision,final_score,name_score,domain_score,reasons
brand_medscape-com_b1bebee6,medscape.com,baby_parenting,baby_products,Medscape,Medscape,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mitre-org_438828a1,mitre.org,beauty_personal_care,skincare,Mitre,Mitre,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_upwork-com_f92af583,upwork.com,education,online_learning,Upwork,Upwork,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_slack-com_5dedc889,slack.com,fashion,footwear,Slack,Slack,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_lua-org_b833a0df,lua.org,finance,digital_banking,Lua,Lua,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_aliyuncs-com_eaa865ab,aliyuncs.com,food_beverage,snacks,Aliyuncs,Aliyuncs,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sfgate-com_36160848,sfgate.com,gaming_entertainment,gaming,Sfgate,Sfgate,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_isc-org_34a5ac38,isc.org,health_wellness,healthcare,Isc,Isc,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cnil-fr_ace39a67,cnil.fr,home_appliance,kitchen_appliance,Cnil,Cnil,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_amnesty-org_42b47475,amnesty.org,home_improvement,home_decor,Amnesty,Amnesty,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_dreamhost-com_4ca17d2c,dreamhost.com,mobility,automotive,Dreamhost,Dreamhost,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_pcworld-com_5ac16604,pcworld.com,pet,pet_supplies,Pcworld,Pcworld,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_att-com_e4e69d7f,att.com,saas,productivity,Att,Att,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mediawiki-org_d854b16e,mediawiki.org,travel_hospitality,hotel_booking,Mediawiki,Mediawiki,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_perl-com_5c0f3406,perl.com,art_culture,craft,Perl,Perl,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sa-com_4eea18db,sa.com,b2b_services,business_service,Sa,Sa,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_panasonic-com_40c8dd05,panasonic.com,baby_parenting,baby_products,Panasonic,Panasonic,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ikea-com_38a2d30c,ikea.com,beauty_personal_care,cosmetics,Ikea,Ikea,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_statcounter-com_5b7c8754,statcounter.com,consumer_electronics,smartphone,Statcounter,Statcounter,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_narod-ru_ea8bfe8a,narod.ru,developer_tools,dev_platform,Narod,Narod,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_urbandictionary-com_fa6c35e9,urbandictionary.com,education,online_learning,Urbandictionary,Urbandictionary,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_elpais-com_619cd1e4,elpais.com,fashion,apparel,Elpais,Elpais,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gimp-org_173ecceb,gimp.org,finance,digital_banking,Gimp,Gimp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_or-jp_cbdc68df,or.jp,food_beverage,snacks,Or,Or,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_smh-com-au_23986441,smh.com.au,gaming_entertainment,gaming,Smh,Smh,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_padlet-com_e01cd0af,padlet.com,health_wellness,healthcare,Padlet,Padlet,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_fedex-com_6fc0872b,fedex.com,home_improvement,home_decor,Fedex,Fedex,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gitbook-io_d69acb7c,gitbook.io,mobility,automotive,Gitbook,Gitbook,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_usps-com_5b9f5214,usps.com,pet,pet_supplies,Usps,Usps,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_salon-com_2f7d927e,salon.com,saas,productivity,Salon,Salon,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_twimg-com_c1a1b609,twimg.com,sports_outdoor,fitness,Twimg,Twimg,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_linklist-bio_f9ef1bfa,linklist.bio,travel_hospitality,hotel_booking,Linklist,Linklist,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_bitly-com_11c86361,bitly.com,art_culture,craft,Bitly,Bitly,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_zimbra-com_93e5b05d,zimbra.com,b2b_services,business_service,Zimbra,Zimbra,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_man7-org_3c8aa6c0,man7.org,baby_parenting,baby_products,Man7,Man7,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_matterport-com_3b95dff7,matterport.com,beauty_personal_care,skincare,Matterport,Matterport,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_xing-com_93c9a5b8,xing.com,consumer_electronics,laptop,Xing,Xing,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_verizon-com_2ebb8ed6,verizon.com,developer_tools,dev_platform,Verizon,Verizon,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_welt-de_b8e1d463,welt.de,education,online_learning,Welt,Welt,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_kernel-org_416f5a28,kernel.org,fashion,footwear,Kernel,Kernel,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_vatican-va_bcc6981b,vatican.va,finance,digital_banking,Vatican,Vatican,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_nic-in_62f29f92,nic.in,food_beverage,snacks,Nic,Nic,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_history-com_febb41d4,history.com,gaming_entertainment,gaming,History,History,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_figma-com_da0f2c2c,figma.com,home_appliance,kitchen_appliance,Figma,Figma,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_amazon-adsystem-com_318ed080,amazon-adsystem.com,home_improvement,home_decor,Amazon Adsystem,Amazon Adsystem,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ups-com_fffcd0ef,ups.com,mobility,automotive,Ups,Ups,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_zapier-com_a202285d,zapier.com,pet,pet_supplies,Zapier,Zapier,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_thefreedictionary-com_3ec301c0,thefreedictionary.com,saas,productivity,Thefreedictionary,Thefreedictionary,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_yp-to_8404c0d5,yp.to,travel_hospitality,hotel_booking,Yp,Yp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_foursquare-com_6c045313,foursquare.com,baby_parenting,baby_products,Foursquare,Foursquare,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_people-com-cn_7014dbab,people.com.cn,beauty_personal_care,cosmetics,People,People,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_edx-org_a9113bf4,edx.org,developer_tools,dev_platform,Edx,Edx,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mega-nz_d1d8d1ed,mega.nz,education,online_learning,Mega,Mega,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_unicef-org_59429160,unicef.org,fashion,apparel,Unicef,Unicef,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_colorlib-com_8a931a91,colorlib.com,finance,digital_banking,Colorlib,Colorlib,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_co-in_7bb88e66,co.in,food_beverage,snacks,Co,Co,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_thehill-com_874e9dfb,thehill.com,gaming_entertainment,gaming,Thehill,Thehill,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_canva-site_5292ff5e,canva.site,home_appliance,kitchen_appliance,Canva,Canva,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_doxygen-nl_bbd1f248,doxygen.nl,local_services,food_delivery,Doxygen,Doxygen,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_rutube-ru_d4cae498,rutube.ru,mobility,automotive,Rutube,Rutube,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_bostonglobe-com_b1e8ace2,bostonglobe.com,pet,pet_supplies,Bostonglobe,Bostonglobe,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_themegrill-com_e6bdb877,themegrill.com,saas,productivity,Themegrill,Themegrill,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_lg-com_38f6b66f,lg.com,sports_outdoor,fitness,Lg,Lg,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_flaticon-com_2269e956,flaticon.com,travel_hospitality,hotel_booking,Flaticon,Flaticon,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_uk-net_2abb15b0,uk.net,b2b_services,business_service,Uk,Uk,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_metmuseum-org_92969691,metmuseum.org,baby_parenting,baby_products,Metmuseum,Metmuseum,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_atlassian-com_6b4ba573,atlassian.com,beauty_personal_care,skincare,Atlassian,Atlassian,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_tencent-com_35fa9c39,tencent.com,consumer_electronics,laptop,Tencent,Tencent,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_lse-ac-uk_d0d655cb,lse.ac.uk,developer_tools,dev_platform,Lse,Lse,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_eurekalert-org_820be382,eurekalert.org,education,online_learning,Eurekalert,Eurekalert,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_over-blog-com_024e0560,over-blog.com,finance,digital_banking,Over Blog,Over Blog,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_vanityfair-com_e37fa3db,vanityfair.com,food_beverage,snacks,Vanityfair,Vanityfair,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_people-com_f9d57225,people.com,gaming_entertainment,gaming,People,People,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sony-com_839dccb2,sony.com,health_wellness,healthcare,Sony,Sony,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_aka-ms_d4fdef30,aka.ms,home_appliance,kitchen_appliance,Aka,Aka,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_jimdosite-com_f4f26da1,jimdosite.com,local_services,food_delivery,Jimdosite,Jimdosite,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wunderground-com_f9f586d2,wunderground.com,mobility,automotive,Wunderground,Wunderground,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_craigslist-org_dbe8db46,craigslist.org,pet,pet_supplies,Craigslist,Craigslist,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_aarp-org_e4347e25,aarp.org,saas,productivity,Aarp,Aarp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_deadline-com_36840f02,deadline.com,sports_outdoor,fitness,Deadline,Deadline,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_eu-org_16218e60,eu.org,art_culture,craft,Eu,Eu,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_rsc-org_8204f63d,rsc.org,baby_parenting,baby_products,Rsc,Rsc,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_clevelandclinic-org_b441690b,clevelandclinic.org,beauty_personal_care,cosmetics,Clevelandclinic,Clevelandclinic,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sciencedaily-com_cbd3987b,sciencedaily.com,consumer_electronics,smartphone,Sciencedaily,Sciencedaily,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_verywellmind-com_9dedc00c,verywellmind.com,developer_tools,dev_platform,Verywellmind,Verywellmind,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_atlassian-net_a16cbf94,atlassian.net,education,online_learning,Atlassian,Atlassian,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_qc-ca_9b9d8c0c,qc.ca,fashion,apparel,Qc,Qc,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gob-pe_51b2451c,gob.pe,finance,digital_banking,Gob,Gob,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_calameo-com_ff9016ce,calameo.com,gaming_entertainment,gaming,Calameo,Calameo,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gov-br_8f1441fd,gov.br,health_wellness,healthcare,Gov,Gov,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_indianexpress-com_55874c42,indianexpress.com,home_appliance,kitchen_appliance,Indianexpress,Indianexpress,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_squareup-com_b805ebf7,squareup.com,home_improvement,home_decor,Squareup,Squareup,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_doxygen-org_4a11a075,doxygen.org,local_services,food_delivery,Doxygen,Doxygen,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cbslocal-com_db4a9935,cbslocal.com,mobility,automotive,Cbslocal,Cbslocal,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_boutell-com_da2c7d9d,boutell.com,pet,pet_supplies,Boutell,Boutell,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_xkcd-com_875e8794,xkcd.com,saas,productivity,Xkcd,Xkcd,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_timeout-com_7e6a73ad,timeout.com,sports_outdoor,fitness,Timeout,Timeout,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_routledge-com_bfc0ffb1,routledge.com,travel_hospitality,hotel_booking,Routledge,Routledge,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_epicgames-com_38437cbc,epicgames.com,art_culture,craft,Epicgames,Epicgames,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_snopes-com_a5992d50,snopes.com,b2b_services,business_service,Snopes,Snopes,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_google-com-au_3cd1ec11,google.com.au,baby_parenting,baby_products,Google,Google,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_trello-com_0165c88e,trello.com,beauty_personal_care,skincare,Trello,Trello,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gettyimages-com_d9beeaa3,gettyimages.com,developer_tools,dev_platform,Gettyimages,Gettyimages,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_lemonde-fr_e328e0ee,lemonde.fr,fashion,footwear,Lemonde,Lemonde,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_discogs-com_50514bb3,discogs.com,finance,digital_banking,Discogs,Discogs,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_1drv-ms_20ec9deb,1drv.ms,gaming_entertainment,gaming,1drv,1drv,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_jpost-com_69194508,jpost.com,health_wellness,healthcare,Jpost,Jpost,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_purl-org_1c659d1d,purl.org,home_appliance,kitchen_appliance,Purl,Purl,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_rottentomatoes-com_9c00f81a,rottentomatoes.com,home_improvement,home_decor,Rottentomatoes,Rottentomatoes,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_codepen-io_6f2695d7,codepen.io,local_services,food_delivery,Codepen,Codepen,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_us-org_36086000,us.org,mobility,automotive,Us,Us,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_tutsplus-com_0da7612d,tutsplus.com,pet,pet_supplies,Tutsplus,Tutsplus,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ispconfig-org_e39a9bdb,ispconfig.org,saas,productivity,Ispconfig,Ispconfig,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_symantec-com_a627c07b,symantec.com,sports_outdoor,fitness,Symantec,Symantec,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_zlib-net_53bfd66c,zlib.net,travel_hospitality,hotel_booking,Zlib,Zlib,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_computerworld-com_47592a07,computerworld.com,art_culture,craft,Computerworld,Computerworld,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_thehindu-com_aca348ea,thehindu.com,b2b_services,business_service,Thehindu,Thehindu,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_accuweather-com_956cadd2,accuweather.com,baby_parenting,baby_products,Accuweather,Accuweather,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_netscape-com_3be3d5e7,netscape.com,beauty_personal_care,cosmetics,Netscape,Netscape,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_hugedomains-com_fe5e68f1,hugedomains.com,consumer_electronics,smartphone,Hugedomains,Hugedomains,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_logitech-com_365c972b,logitech.com,developer_tools,dev_platform,Logitech,Logitech,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_standard-co-uk_82bcbfaf,standard.co.uk,education,online_learning,Standard,Standard,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_snapchat-com_41a0ad57,snapchat.com,fashion,apparel,Snapchat,Snapchat,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_irishtimes-com_c19de700,irishtimes.com,finance,digital_banking,Irishtimes,Irishtimes,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_cwi-nl_2cdecd1e,cwi.nl,food_beverage,snacks,Cwi,Cwi,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_square-site_c76682f2,square.site,gaming_entertainment,gaming,Square,Square,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wufoo-com_908a6d4b,wufoo.com,health_wellness,healthcare,Wufoo,Wufoo,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_worldcat-org_8833b828,worldcat.org,home_appliance,kitchen_appliance,Worldcat,Worldcat,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_philips-com_f3c6b619,philips.com,home_improvement,home_decor,Philips,Philips,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_grandviewresearch-com_1972a3ff,grandviewresearch.com,local_services,food_delivery,Grandviewresearch,Grandviewresearch,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_faz-net_be7173ba,faz.net,mobility,automotive,Faz,Faz,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wetransfer-com_08cacc49,wetransfer.com,pet,pet_supplies,Wetransfer,Wetransfer,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_asso-fr_c6085298,asso.fr,saas,productivity,Asso,Asso,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sueddeutsche-de_52bb3312,sueddeutsche.de,sports_outdoor,fitness,Sueddeutsche,Sueddeutsche,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_360-cn_3f6fccf2,360.cn,travel_hospitality,hotel_booking,360,360,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_dhl-com_725f64d8,dhl.com,art_culture,craft,Dhl,Dhl,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_duolingo-com_1c72498f,duolingo.com,b2b_services,business_service,Duolingo,Duolingo,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_boutell-co-uk_7db2a566,boutell.co.uk,baby_parenting,baby_products,Boutell,Boutell,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_themeisle-com_489e9329,themeisle.com,consumer_electronics,laptop,Themeisle,Themeisle,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_shorturl-at_05ac28a6,shorturl.at,fashion,footwear,Shorturl,Shorturl,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_seattletimes-com_9dffb7f3,seattletimes.com,finance,digital_banking,Seattletimes,Seattletimes,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_rs6-net_34060b08,rs6.net,food_beverage,snacks,Rs6,Rs6,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_crunchbase-com_2ee22031,crunchbase.com,gaming_entertainment,gaming,Crunchbase,Crunchbase,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_thomsonreuters-com_a701f379,thomsonreuters.com,health_wellness,healthcare,Thomsonreuters,Thomsonreuters,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_timesofisrael-com_049e86af,timesofisrael.com,home_appliance,kitchen_appliance,Timesofisrael,Timesofisrael,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_herokuapp-com_76446981,herokuapp.com,home_improvement,home_decor,Herokuapp,Herokuapp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_pcre-org_3b3435aa,pcre.org,local_services,food_delivery,Pcre,Pcre,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_unam-mx_f9debab7,unam.mx,pet,pet_supplies,Unam,Unam,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_redbull-com_afef3c3e,redbull.com,saas,productivity,Redbull,Redbull,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_force-com_2ff0b8ab,force.com,sports_outdoor,fitness,Force,Force,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_legislation-gov-uk_2f8704f6,legislation.gov.uk,travel_hospitality,hotel_booking,Legislation,Legislation,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_my-id_64759de7,my.id,art_culture,craft,My,My,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_asahi-com_9eefbe1f,asahi.com,baby_parenting,baby_products,Asahi,Asahi,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_hetzner-com_5053806d,hetzner.com,developer_tools,dev_platform,Hetzner,Hetzner,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_britishcouncil-org_a8832ccb,britishcouncil.org,education,online_learning,Britishcouncil,Britishcouncil,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_slate-com_8d346257,slate.com,fashion,apparel,Slate,Slate,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_de-com_a2a3f55e,de.com,finance,digital_banking,De,De,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wampserver-com_53de9ebc,wampserver.com,food_beverage,snacks,Wampserver,Wampserver,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mastodon-social_30eee9df,mastodon.social,gaming_entertainment,gaming,Mastodon,Mastodon,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_asana-com_c3bd9577,asana.com,health_wellness,healthcare,Asana,Asana,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_unhcr-org_152dc2f1,unhcr.org,home_appliance,kitchen_appliance,Unhcr,Unhcr,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_siemens-de_8a156708,siemens.de,home_improvement,home_decor,Siemens,Siemens,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ghost-org_8449d954,ghost.org,mobility,automotive,Ghost,Ghost,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_lnk-to_77b650c7,lnk.to,pet,pet_supplies,Lnk,Lnk,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_tomshardware-com_0c59b06e,tomshardware.com,sports_outdoor,fitness,Tomshardware,Tomshardware,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_penguinrandomhouse-com_c086295b,penguinrandomhouse.com,travel_hospitality,hotel_booking,Penguinrandomhouse,Penguinrandomhouse,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_hpe-com_89914598,hpe.com,art_culture,craft,Hpe,Hpe,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_searchenginejournal-com_6938cc0c,searchenginejournal.com,b2b_services,business_service,Searchenginejournal,Searchenginejournal,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_brandbucket-com_84f5f780,brandbucket.com,baby_parenting,baby_products,Brandbucket,Brandbucket,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_kiev-ua_f3c0ca5e,kiev.ua,beauty_personal_care,skincare,Kiev,Kiev,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ico-org-uk_c9dfc172,ico.org.uk,consumer_electronics,laptop,Ico,Ico,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gzip-org_7c72eb2a,gzip.org,developer_tools,dev_platform,Gzip,Gzip,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_msdn-com_c6c386bb,msdn.com,education,online_learning,Msdn,Msdn,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_udemy-com_3cd36f1c,udemy.com,fashion,footwear,Udemy,Udemy,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_phpbb-com_6605fba9,phpbb.com,food_beverage,snacks,Phpbb,Phpbb,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_theregister-com_993a50fc,theregister.com,gaming_entertainment,gaming,Theregister,Theregister,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wikidot-com_ba7ac9f3,wikidot.com,health_wellness,healthcare,Wikidot,Wikidot,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_amazon-in_376a745e,amazon.in,home_appliance,kitchen_appliance,Amazon,Amazon,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_uwaterloo-ca_798f4066,uwaterloo.ca,home_improvement,home_decor,Uwaterloo,Uwaterloo,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_oxfordjournals-org_ec2e3f9c,oxfordjournals.org,local_services,food_delivery,Oxfordjournals,Oxfordjournals,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_hardened-php-net_4a7e8288,hardened-php.net,mobility,automotive,Hardened Php,Hardened Php,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_virtualmin-com_fdbbdfe2,virtualmin.com,pet,pet_supplies,Virtualmin,Virtualmin,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_jp-net_1c7e9274,jp.net,saas,productivity,Jp,Jp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
