brand_id,brand_name,official_domain,vertical_l1,vertical_l2,final_score,domain_entity_type,reasons
brand_atlassian-net_a16cbf94,Atlassian,atlassian.net,education,online_learning,0.822,commercial,
brand_qc-ca_9b9d8c0c,Qc,qc.ca,fashion,apparel,0.822,commercial,
brand_gob-pe_51b2451c,Gob,gob.pe,finance,digital_banking,0.822,commercial,
brand_calameo-com_ff9016ce,Calameo,calameo.com,gaming_entertainment,gaming,0.822,commercial,
brand_gov-br_8f1441fd,Gov,gov.br,health_wellness,healthcare,0.822,commercial,
brand_indianexpress-com_55874c42,Indianexpress,indianexpress.com,home_appliance,kitchen_appliance,0.722,publisher,publisher_domain_pattern
brand_squareup-com_b805ebf7,Squareup,squareup.com,home_improvement,home_decor,0.822,commercial,
brand_doxygen-org_4a11a075,Doxygen,doxygen.org,local_services,food_delivery,0.822,commercial,
brand_cbslocal-com_db4a9935,Cbslocal,cbslocal.com,mobility,automotive,0.822,commercial,
brand_boutell-com_da2c7d9d,Boutell,boutell.com,pet,pet_supplies,0.822,commercial,
brand_xkcd-com_875e8794,Xkcd,xkcd.com,saas,productivity,0.822,commercial,
brand_timeout-com_7e6a73ad,Timeout,timeout.com,sports_outdoor,fitness,0.822,commercial,
brand_routledge-com_bfc0ffb1,Routledge,routledge.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_epicgames-com_38437cbc,Epicgames,epicgames.com,art_culture,craft,0.822,commercial,
brand_snopes-com_a5992d50,Snopes,snopes.com,b2b_services,business_service,0.822,commercial,
brand_google-com-au_3cd1ec11,Google,google.com.au,baby_parenting,baby_products,0.822,commercial,
brand_trello-com_0165c88e,Trello,trello.com,beauty_personal_care,skincare,0.822,commercial,
brand_gettyimages-com_d9beeaa3,Gettyimages,gettyimages.com,developer_tools,dev_platform,0.822,commercial,
brand_lemonde-fr_e328e0ee,Lemonde,lemonde.fr,fashion,footwear,0.822,commercial,
brand_discogs-com_50514bb3,Discogs,discogs.com,finance,digital_banking,0.822,commercial,
brand_1drv-ms_20ec9deb,1drv,1drv.ms,gaming_entertainment,gaming,0.822,commercial,
brand_jpost-com_69194508,Jpost,jpost.com,health_wellness,healthcare,0.722,publisher,publisher_domain_pattern
brand_purl-org_1c659d1d,Purl,purl.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_rottentomatoes-com_9c00f81a,Rottentomatoes,rottentomatoes.com,home_improvement,home_decor,0.822,commercial,
brand_codepen-io_6f2695d7,Codepen,codepen.io,local_services,food_delivery,0.822,commercial,
brand_us-org_36086000,Us,us.org,mobility,automotive,0.822,commercial,
brand_tutsplus-com_0da7612d,Tutsplus,tutsplus.com,pet,pet_supplies,0.822,commercial,
brand_ispconfig-org_e39a9bdb,Ispconfig,ispconfig.org,saas,productivity,0.822,commercial,
brand_symantec-com_a627c07b,Symantec,symantec.com,sports_outdoor,fitness,0.822,commercial,
brand_zlib-net_53bfd66c,Zlib,zlib.net,travel_hospitality,hotel_booking,0.822,commercial,
brand_computerworld-com_47592a07,Computerworld,computerworld.com,art_culture,craft,0.822,commercial,
brand_thehindu-com_aca348ea,Thehindu,thehindu.com,b2b_services,business_service,0.822,commercial,
brand_accuweather-com_956cadd2,Accuweather,accuweather.com,baby_parenting,baby_products,0.822,commercial,
brand_netscape-com_3be3d5e7,Netscape,netscape.com,beauty_personal_care,cosmetics,0.822,commercial,
brand_hugedomains-com_fe5e68f1,Hugedomains,hugedomains.com,consumer_electronics,smartphone,0.822,commercial,
brand_logitech-com_365c972b,Logitech,logitech.com,developer_tools,dev_platform,0.822,commercial,
brand_standard-co-uk_82bcbfaf,Standard,standard.co.uk,education,online_learning,0.822,commercial,
brand_snapchat-com_41a0ad57,Snapchat,snapchat.com,fashion,apparel,0.822,commercial,
brand_irishtimes-com_c19de700,Irishtimes,irishtimes.com,finance,digital_banking,0.722,publisher,publisher_domain_pattern
brand_cwi-nl_2cdecd1e,Cwi,cwi.nl,food_beverage,snacks,0.822,commercial,
brand_square-site_c76682f2,Square,square.site,gaming_entertainment,gaming,0.822,commercial,
brand_wufoo-com_908a6d4b,Wufoo,wufoo.com,health_wellness,healthcare,0.822,commercial,
brand_worldcat-org_8833b828,Worldcat,worldcat.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_philips-com_f3c6b619,Philips,philips.com,home_improvement,home_decor,0.822,commercial,
brand_grandviewresearch-com_1972a3ff,Grandviewresearch,grandviewresearch.com,local_services,food_delivery,0.822,commercial,
brand_faz-net_be7173ba,Faz,faz.net,mobility,automotive,0.822,commercial,
brand_wetransfer-com_08cacc49,Wetransfer,wetransfer.com,pet,pet_supplies,0.822,commercial,
brand_asso-fr_c6085298,Asso,asso.fr,saas,productivity,0.822,commercial,
brand_sueddeutsche-de_52bb3312,Sueddeutsche,sueddeutsche.de,sports_outdoor,fitness,0.822,commercial,
brand_360-cn_3f6fccf2,360,360.cn,travel_hospitality,hotel_booking,0.822,commercial,
brand_dhl-com_725f64d8,Dhl,dhl.com,art_culture,craft,0.822,commercial,
brand_duolingo-com_1c72498f,Duolingo,duolingo.com,b2b_services,business_service,0.822,commercial,
brand_boutell-co-uk_7db2a566,Boutell,boutell.co.uk,baby_parenting,baby_products,0.822,commercial,
brand_themeisle-com_489e9329,Themeisle,themeisle.com,consumer_electronics,laptop,0.822,commercial,
brand_shorturl-at_05ac28a6,Shorturl,shorturl.at,fashion,footwear,0.822,commercial,
brand_seattletimes-com_9dffb7f3,Seattletimes,seattletimes.com,finance,digital_banking,0.722,publisher,publisher_domain_pattern
brand_rs6-net_34060b08,Rs6,rs6.net,food_beverage,snacks,0.822,commercial,
brand_crunchbase-com_2ee22031,Crunchbase,crunchbase.com,gaming_entertainment,gaming,0.822,commercial,
brand_thomsonreuters-com_a701f379,Thomsonreuters,thomsonreuters.com,health_wellness,healthcare,0.822,commercial,
brand_timesofisrael-com_049e86af,Timesofisrael,timesofisrael.com,home_appliance,kitchen_appliance,0.722,publisher,publisher_domain_pattern
brand_herokuapp-com_76446981,Herokuapp,herokuapp.com,home_improvement,home_decor,0.822,commercial,
brand_pcre-org_3b3435aa,Pcre,pcre.org,local_services,food_delivery,0.822,commercial,
brand_unam-mx_f9debab7,Unam,unam.mx,pet,pet_supplies,0.822,commercial,
brand_redbull-com_afef3c3e,Redbull,redbull.com,saas,productivity,0.822,commercial,
brand_force-com_2ff0b8ab,Force,force.com,sports_outdoor,fitness,0.822,commercial,
brand_legislation-gov-uk_2f8704f6,Legislation,legislation.gov.uk,travel_hospitality,hotel_booking,0.822,commercial,
brand_my-id_64759de7,My,my.id,art_culture,craft,0.822,commercial,
brand_asahi-com_9eefbe1f,Asahi,asahi.com,baby_parenting,baby_products,0.822,commercial,
brand_hetzner-com_5053806d,Hetzner,hetzner.com,developer_tools,dev_platform,0.822,commercial,
brand_britishcouncil-org_a8832ccb,Britishcouncil,britishcouncil.org,education,online_learning,0.822,commercial,
brand_slate-com_8d346257,Slate,slate.com,fashion,apparel,0.822,commercial,
brand_de-com_a2a3f55e,De,de.com,finance,digital_banking,0.822,commercial,
brand_wampserver-com_53de9ebc,Wampserver,wampserver.com,food_beverage,snacks,0.822,commercial,
brand_mastodon-social_30eee9df,Mastodon,mastodon.social,gaming_entertainment,gaming,0.822,commercial,
brand_asana-com_c3bd9577,Asana,asana.com,health_wellness,healthcare,0.822,commercial,
brand_unhcr-org_152dc2f1,Unhcr,unhcr.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_siemens-de_8a156708,Siemens,siemens.de,home_improvement,home_decor,0.822,commercial,
brand_ghost-org_8449d954,Ghost,ghost.org,mobility,automotive,0.822,commercial,
brand_lnk-to_77b650c7,Lnk,lnk.to,pet,pet_supplies,0.822,commercial,
brand_tomshardware-com_0c59b06e,Tomshardware,tomshardware.com,sports_outdoor,fitness,0.822,commercial,
brand_penguinrandomhouse-com_c086295b,Penguinrandomhouse,penguinrandomhouse.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_hpe-com_89914598,Hpe,hpe.com,art_culture,craft,0.822,commercial,
brand_searchenginejournal-com_6938cc0c,Searchenginejournal,searchenginejournal.com,b2b_services,business_service,0.722,publisher,publisher_domain_pattern
brand_brandbucket-com_84f5f780,Brandbucket,brandbucket.com,baby_parenting,baby_products,0.822,commercial,
brand_kiev-ua_f3c0ca5e,Kiev,kiev.ua,beauty_personal_care,skincare,0.822,commercial,
brand_ico-org-uk_c9dfc172,Ico,ico.org.uk,consumer_electronics,laptop,0.822,commercial,
brand_gzip-org_7c72eb2a,Gzip,gzip.org,developer_tools,dev_platform,0.822,commercial,
brand_msdn-com_c6c386bb,Msdn,msdn.com,education,online_learning,0.822,commercial,
brand_udemy-com_3cd36f1c,Udemy,udemy.com,fashion,footwear,0.822,commercial,
brand_phpbb-com_6605fba9,Phpbb,phpbb.com,food_beverage,snacks,0.822,commercial,
brand_theregister-com_993a50fc,Theregister,theregister.com,gaming_entertainment,gaming,0.822,commercial,
brand_wikidot-com_ba7ac9f3,Wikidot,wikidot.com,health_wellness,healthcare,0.822,commercial,
brand_amazon-in_376a745e,Amazon,amazon.in,home_appliance,kitchen_appliance,0.822,commercial,
brand_uwaterloo-ca_798f4066,Uwaterloo,uwaterloo.ca,home_improvement,home_decor,0.822,commercial,
brand_oxfordjournals-org_ec2e3f9c,Oxfordjournals,oxfordjournals.org,local_services,food_delivery,0.722,publisher,publisher_domain_pattern
brand_hardened-php-net_4a7e8288,Hardened Php,hardened-php.net,mobility,automotive,0.822,commercial,
brand_virtualmin-com_fdbbdfe2,Virtualmin,virtualmin.com,pet,pet_supplies,0.822,commercial,
brand_jp-net_1c7e9274,Jp,jp.net,saas,productivity,0.822,commercial,
brand_redcross-org_633aa505,Redcross,redcross.org,sports_outdoor,fitness,0.822,commercial,
brand_theregister-co-uk_45ad7e92,Theregister,theregister.co.uk,travel_hospitality,hotel_booking,0.822,commercial,
brand_owasp-org_6995bdd0,Owasp,owasp.org,art_culture,craft,0.822,commercial,
brand_coindesk-com_f7bd23dc,Coindesk,coindesk.com,b2b_services,business_service,0.822,commercial,
brand_strava-com_51652f9f,Strava,strava.com,baby_parenting,baby_products,0.822,commercial,
brand_bund-de_547f516d,Bund,bund.de,consumer_electronics,smartphone,0.822,commercial,
brand_foreignpolicy-com_0d378470,Foreignpolicy,foreignpolicy.com,developer_tools,dev_platform,0.822,commercial,
brand_iso-ch_c4253950,Iso,iso.ch,education,online_learning,0.822,commercial,
brand_jimdofree-com_ba678986,Jimdofree,jimdofree.com,fashion,apparel,0.822,commercial,
brand_foxbusiness-com_048ca491,Foxbusiness,foxbusiness.com,finance,digital_banking,0.822,commercial,
brand_airtable-com_402b5149,Airtable,airtable.com,food_beverage,snacks,0.822,commercial,
brand_fool-com_899c4d4f,Fool,fool.com,gaming_entertainment,gaming,0.822,commercial,
brand_bestbuy-com_c6dc4c56,Bestbuy,bestbuy.com,health_wellness,healthcare,0.822,commercial,
brand_openoffice-org_debf9e53,Openoffice,openoffice.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_webdav-org_e3ef8011,Webdav,webdav.org,home_improvement,home_decor,0.822,commercial,
brand_readthedocs-org_71952d6b,Readthedocs,readthedocs.org,local_services,food_delivery,0.822,commercial,
brand_ahajournals-org_ecdb73f9,Ahajournals,ahajournals.org,mobility,automotive,0.722,publisher,publisher_domain_pattern
brand_archlinux-org_1930c268,Archlinux,archlinux.org,pet,pet_supplies,0.822,commercial,
brand_wp-me_926754e9,Wp,wp.me,saas,productivity,0.822,commercial,
brand_unity-com_f4cbfeea,Unity,unity.com,sports_outdoor,fitness,0.822,commercial,
brand_elmundo-es_cf2b4703,Elmundo,elmundo.es,travel_hospitality,hotel_booking,0.822,commercial,
brand_enlightenment-org_6821e957,Enlightenment,enlightenment.org,baby_parenting,baby_products,0.822,commercial,
brand_addthis-com_cb502379,Addthis,addthis.com,beauty_personal_care,skincare,0.822,commercial,
brand_intuit-com_d2cb0f0f,Intuit,intuit.com,consumer_electronics,laptop,0.822,commercial,
brand_gstatic-com_13bf7e41,Gstatic,gstatic.com,developer_tools,dev_platform,0.822,commercial,
brand_xmlsoft-org_4ba4ab72,Xmlsoft,xmlsoft.org,education,online_learning,0.822,commercial,
brand_visualstudio-com_07ef6da0,Visualstudio,visualstudio.com,fashion,footwear,0.822,commercial,
brand_adweek-com_c7626b83,Adweek,adweek.com,finance,digital_banking,0.822,commercial,
brand_lonelyplanet-com_5cc6c0a9,Lonelyplanet,lonelyplanet.com,gaming_entertainment,gaming,0.822,commercial,
brand_reverbnation-com_7d7bc93b,Reverbnation,reverbnation.com,health_wellness,healthcare,0.822,commercial,
brand_ampproject-org_c590ee1f,Ampproject,ampproject.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_yolasite-com_e539973f,Yolasite,yolasite.com,home_improvement,home_decor,0.822,commercial,
brand_akamaihd-net_be9d3096,Akamaihd,akamaihd.net,local_services,food_delivery,0.822,commercial,
brand_imageshack-com_b29ce0f6,Imageshack,imageshack.com,mobility,automotive,0.822,commercial,
brand_esquire-com_48cbd973,Esquire,esquire.com,pet,pet_supplies,0.822,commercial,
brand_biblegateway-com_06e47026,Biblegateway,biblegateway.com,saas,productivity,0.822,commercial,
brand_go-jp_89fb5583,Go,go.jp,sports_outdoor,fitness,0.822,commercial,
brand_freetype-org_6711fdf8,Freetype,freetype.org,travel_hospitality,hotel_booking,0.822,commercial,
brand_cern-ch_54070bd6,Cern,cern.ch,art_culture,craft,0.822,commercial,
brand_elle-com_75108688,Elle,elle.com,b2b_services,business_service,0.822,commercial,
brand_hubpages-com_c1a67010,Hubpages,hubpages.com,baby_parenting,baby_products,0.822,commercial,
brand_vmware-com_efaee1d7,Vmware,vmware.com,beauty_personal_care,cosmetics,0.822,commercial,
brand_naver-com_27ca96f3,Naver,naver.com,consumer_electronics,smartphone,0.822,commercial,
brand_pin-it_26b5267b,Pin,pin.it,education,online_learning,0.822,commercial,
brand_cutt-ly_6e768068,Cutt,cutt.ly,fashion,apparel,0.822,commercial,
brand_proquest-com_d0b3ccfe,Proquest,proquest.com,finance,digital_banking,0.822,commercial,
brand_thenextweb-com_86a2d746,Thenextweb,thenextweb.com,food_beverage,snacks,0.822,commercial,
brand_nintendo-com_b885de40,Nintendo,nintendo.com,gaming_entertainment,gaming,0.822,commercial,
brand_modsecurity-org_583ce8c8,Modsecurity,modsecurity.org,health_wellness,healthcare,0.822,commercial,
brand_gitee-com_aecefa71,Gitee,gitee.com,local_services,food_delivery,0.822,commercial,
brand_chromium-org_79f52f76,Chromium,chromium.org,mobility,automotive,0.822,commercial,
brand_js-org_b1815e32,Js,js.org,saas,productivity,0.822,commercial,
brand_raspberrypi-org_0842ef46,Raspberrypi,raspberrypi.org,sports_outdoor,fitness,0.822,commercial,
brand_sitemaps-org_44fee848,Sitemaps,sitemaps.org,travel_hospitality,hotel_booking,0.822,commercial,
brand_cosmopolitan-com_4f48c2a0,Cosmopolitan,cosmopolitan.com,art_culture,craft,0.822,commercial,
brand_nielsen-com_55a55e8a,Nielsen,nielsen.com,b2b_services,business_service,0.822,commercial,
brand_archdaily-com_1d0345be,Archdaily,archdaily.com,baby_parenting,baby_products,0.722,publisher,publisher_domain_pattern
brand_domainmarket-com_225695c9,Domainmarket,domainmarket.com,beauty_personal_care,skincare,0.822,commercial,
brand_openssl-org_8b6ad780,Openssl,openssl.org,consumer_electronics,laptop,0.822,commercial,
brand_in-th_c4fae681,In,in.th,developer_tools,dev_platform,0.822,commercial,
brand_atlasobscura-com_e065b468,Atlasobscura,atlasobscura.com,education,online_learning,0.822,commercial,
brand_semrush-com_546bd7d7,Semrush,semrush.com,fashion,footwear,0.822,commercial,
brand_dev-to_6c4fc8a2,Dev,dev.to,finance,digital_banking,0.822,commercial,
brand_amazon-es_2d13603d,Amazon,amazon.es,food_beverage,snacks,0.822,commercial,
brand_ourworldindata-org_4ab0d5d8,Ourworldindata,ourworldindata.org,gaming_entertainment,gaming,0.822,commercial,
brand_china-com-cn_ef9f8e5f,China,china.com.cn,home_appliance,kitchen_appliance,0.822,commercial,
brand_flipsnack-com_9172a58a,Flipsnack,flipsnack.com,home_improvement,home_decor,0.822,commercial,
brand_reference-com_1b0d5ee1,Reference,reference.com,local_services,food_delivery,0.822,commercial,
brand_mn-us_4cf81463,Mn,mn.us,mobility,automotive,0.822,commercial,
brand_wassenaar-org_1852ebbf,Wassenaar,wassenaar.org,pet,pet_supplies,0.822,commercial,
brand_fraunhofer-de_9b9f78e6,Fraunhofer,fraunhofer.de,saas,productivity,0.822,commercial,
brand_popsci-com_d8ab636e,Popsci,popsci.com,sports_outdoor,fitness,0.822,commercial,
brand_pinimg-com_84dc9710,Pinimg,pinimg.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_eclipse-org_cb4822a6,Eclipse,eclipse.org,art_culture,craft,0.822,commercial,
brand_nerdwallet-com_6f364292,Nerdwallet,nerdwallet.com,b2b_services,business_service,0.822,commercial,
brand_bild-de_331b86a1,Bild,bild.de,baby_parenting,baby_products,0.822,commercial,
brand_altervista-org_a87e23ef,Altervista,altervista.org,beauty_personal_care,cosmetics,0.822,commercial,
brand_orcid-org_727db300,Orcid,orcid.org,consumer_electronics,smartphone,0.822,commercial,
brand_sqlite-org_d24bdfb5,Sqlite,sqlite.org,developer_tools,dev_platform,0.822,commercial,
brand_heyzine-com_d1a44520,Heyzine,heyzine.com,education,online_learning,0.822,commercial,
brand_stumbleupon-com_d3c75752,Stumbleupon,stumbleupon.com,fashion,apparel,0.822,commercial,
brand_t-online-de_5940b564,T Online,t-online.de,finance,digital_banking,0.822,commercial,
brand_livestream-com_ab5d94ec,Livestream,livestream.com,food_beverage,snacks,0.822,commercial,
brand_feedly-com_5d158fbc,Feedly,feedly.com,gaming_entertainment,gaming,0.822,commercial,
brand_mercurynews-com_40b58aa0,Mercurynews,mercurynews.com,health_wellness,healthcare,0.722,publisher,publisher_domain_pattern
brand_worldometers-info_fad142b6,Worldometers,worldometers.info,home_appliance,kitchen_appliance,0.822,commercial,
brand_hwg-org_6cc188d5,Hwg,hwg.org,home_improvement,home_decor,0.822,commercial,
brand_alexa-com_1d2b2453,Alexa,alexa.com,local_services,food_delivery,0.822,commercial,
brand_ap-org_9f3fb437,Ap,ap.org,saas,productivity,0.822,commercial,
brand_patch-com_70900ef9,Patch,patch.com,sports_outdoor,fitness,0.822,commercial,
brand_popularmechanics-com_66413896,Popularmechanics,popularmechanics.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_one-com_6c6b6aee,One,one.com,art_culture,craft,0.822,commercial,
brand_namecheap-com_3b4851e2,Namecheap,namecheap.com,b2b_services,business_service,0.822,commercial,
brand_dropboxusercontent-com_626ae092,Dropboxusercontent,dropboxusercontent.com,baby_parenting,baby_products,0.822,commercial,
brand_heylink-me_1abd75e9,Heylink,heylink.me,beauty_personal_care,skincare,0.822,commercial,
brand_box-com_e61342e8,Box,box.com,consumer_electronics,laptop,0.822,commercial,
brand_go-dev_378cc07f,Go,go.dev,developer_tools,dev_platform,0.822,commercial,
brand_business-standard-com_7a4e75c5,Business Standard,business-standard.com,education,online_learning,0.822,commercial,
brand_go-th_afe6f773,Go,go.th,fashion,footwear,0.822,commercial,
brand_rsasecurity-com_d26e2671,Rsasecurity,rsasecurity.com,finance,digital_banking,0.822,commercial,
brand_bluehost-com_c0fb8662,Bluehost,bluehost.com,gaming_entertainment,gaming,0.822,commercial,
brand_pdflib-com_696a18c5,Pdflib,pdflib.com,health_wellness,healthcare,0.822,commercial,
brand_macrumors-com_5c0bbb35,Macrumors,macrumors.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_elementor-com_3b53ba7d,Elementor,elementor.com,home_improvement,home_decor,0.822,commercial,
brand_outlookindia-com_58a2a318,Outlookindia,outlookindia.com,local_services,food_delivery,0.822,commercial,
brand_mcafee-com_d35c42e4,Mcafee,mcafee.com,mobility,automotive,0.822,commercial,
brand_staticflickr-com_3050d245,Staticflickr,staticflickr.com,pet,pet_supplies,0.822,commercial,
brand_serverwatch-com_b4b37cd9,Serverwatch,serverwatch.com,sports_outdoor,fitness,0.822,commercial,
brand_laravel-news-com_55066812,Laravel News,laravel-news.com,travel_hospitality,hotel_booking,0.722,publisher,publisher_domain_pattern
brand_avast-com_7e8eab0e,Avast,avast.com,art_culture,craft,0.822,commercial,
brand_thinkwithgoogle-com_1fa40f5b,Thinkwithgoogle,thinkwithgoogle.com,b2b_services,business_service,0.822,commercial,
brand_icloud-com_95a1a463,Icloud,icloud.com,baby_parenting,baby_products,0.822,commercial,
brand_chicagotribune-com_7a6412bb,Chicagotribune,chicagotribune.com,beauty_personal_care,cosmetics,0.722,publisher,publisher_domain_pattern
brand_service-gov-uk_1ba7ebf1,Service,service.gov.uk,consumer_electronics,smartphone,0.822,commercial,
brand_genius-com_d44f8b83,Genius,genius.com,developer_tools,dev_platform,0.822,commercial,
brand_uefa-com_8ce3c49a,Uefa,uefa.com,education,online_learning,0.822,commercial,
brand_wpengine-com_09303ffe,Wpengine,wpengine.com,fashion,apparel,0.822,commercial,
brand_producthunt-com_900b5fe2,Producthunt,producthunt.com,finance,digital_banking,0.822,commercial,
brand_seekingalpha-com_7c4b61b8,Seekingalpha,seekingalpha.com,food_beverage,snacks,0.822,commercial,
brand_answers-com_5b389800,Answers,answers.com,gaming_entertainment,gaming,0.822,commercial,
brand_ew-com_6d9ca757,Ew,ew.com,health_wellness,healthcare,0.822,commercial,
brand_coinbase-com_47aa389c,Coinbase,coinbase.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_rfi-fr_a6feff26,Rfi,rfi.fr,home_improvement,home_decor,0.822,commercial,
brand_opensuse-org_03decc91,Opensuse,opensuse.org,local_services,food_delivery,0.822,commercial,
brand_specbench-org_66f04257,Specbench,specbench.org,mobility,automotive,0.822,commercial,
brand_ualberta-ca_91b51795,Ualberta,ualberta.ca,pet,pet_supplies,0.822,commercial,
brand_nationalacademies-org_a897a984,Nationalacademies,nationalacademies.org,saas,productivity,0.822,commercial,
brand_ria-ru_ea026991,Ria,ria.ru,sports_outdoor,fitness,0.822,commercial,
brand_cvent-com_d7c3573c,Cvent,cvent.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_goethe-de_4f0eb846,Goethe,goethe.de,art_culture,craft,0.822,commercial,
brand_propublica-org_ab8ba2d7,Propublica,propublica.org,b2b_services,business_service,0.822,commercial,
brand_discordapp-com_0f659065,Discordapp,discordapp.com,baby_parenting,baby_products,0.822,commercial,
brand_venturebeat-com_e50c2f80,Venturebeat,venturebeat.com,beauty_personal_care,skincare,0.822,commercial,
brand_csmonitor-com_08b03ae3,Csmonitor,csmonitor.com,developer_tools,dev_platform,0.822,commercial,
brand_edu-au_94c8297f,Edu,edu.au,finance,digital_banking,0.822,commercial,
brand_ora-com_ed48d9b3,Ora,ora.com,food_beverage,snacks,0.822,commercial,
brand_insider-com_ca4f028f,Insider,insider.com,health_wellness,healthcare,0.822,commercial,
brand_straitstimes-com_7b8921ba,Straitstimes,straitstimes.com,home_appliance,kitchen_appliance,0.722,publisher,publisher_domain_pattern
brand_goodhousekeeping-com_cdbb4536,Goodhousekeeping,goodhousekeeping.com,home_improvement,home_decor,0.822,commercial,
brand_leparisien-fr_dba419fc,Leparisien,leparisien.fr,local_services,food_delivery,0.822,commercial,
brand_tmz-com_5209e6e8,Tmz,tmz.com,mobility,automotive,0.822,commercial,
brand_moma-org_a62b26ea,Moma,moma.org,pet,pet_supplies,0.822,commercial,
brand_hindawi-com_2bd7c369,Hindawi,hindawi.com,saas,productivity,0.822,commercial,
brand_campaign-archive-com_6d4f205e,Campaign Archive,campaign-archive.com,sports_outdoor,fitness,0.822,commercial,
brand_apache-ssl-org_6a70193f,Apache Ssl,apache-ssl.org,travel_hospitality,hotel_booking,0.822,commercial,
brand_iplanet-com_856cba1f,Iplanet,iplanet.com,art_culture,craft,0.822,commercial,
brand_phpmyadmin-net_fe65c27f,Phpmyadmin,phpmyadmin.net,b2b_services,business_service,0.822,commercial,
brand_everydayhealth-com_3b7ccf8d,Everydayhealth,everydayhealth.com,baby_parenting,baby_products,0.822,commercial,
brand_google-es_3f0a35be,Google,google.es,consumer_electronics,smartphone,0.822,commercial,
brand_4shared-com_c9ac8b89,4shared,4shared.com,developer_tools,dev_platform,0.822,commercial,
brand_torproject-org_b8cd4eb2,Torproject,torproject.org,education,online_learning,0.822,commercial,
brand_icann-org_f10f2bfc,Icann,icann.org,fashion,apparel,0.822,commercial,
brand_nationalarchives-gov-uk_da850e3e,Nationalarchives,nationalarchives.gov.uk,finance,digital_banking,0.822,commercial,
brand_google-pl_17e69e85,Google,google.pl,food_beverage,snacks,0.822,commercial,
brand_findlaw-com_1874369e,Findlaw,findlaw.com,gaming_entertainment,gaming,0.822,commercial,
brand_diigo-com_9f720995,Diigo,diigo.com,health_wellness,healthcare,0.822,commercial,
brand_norton-com_6d10ad4a,Norton,norton.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_cnblogs-com_81715738,Cnblogs,cnblogs.com,home_improvement,home_decor,0.822,commercial,
brand_infogram-com_d5ed4564,Infogram,infogram.com,local_services,food_delivery,0.822,commercial,
brand_note-com_4dd0e8f1,Note,note.com,mobility,automotive,0.822,commercial,
brand_aap-org_63f53f9f,Aap,aap.org,pet,pet_supplies,0.822,commercial,
brand_webthing-com_26def77b,Webthing,webthing.com,sports_outdoor,fitness,0.822,commercial,
brand_flipboard-com_52f36223,Flipboard,flipboard.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_golux-com_8d47f447,Golux,golux.com,art_culture,craft,0.822,commercial,
brand_hm-com_8e63c2e4,Hm,hm.com,b2b_services,business_service,0.822,commercial,
brand_co-com_8cb82fac,Co,co.com,beauty_personal_care,skincare,0.822,commercial,
brand_netlify-app_35a5eee3,Netlify,netlify.app,consumer_electronics,laptop,0.822,commercial,
brand_perplexity-ai_87963ae6,Perplexity,perplexity.ai,education,online_learning,0.822,commercial,
brand_instructables-com_7c110551,Instructables,instructables.com,fashion,footwear,0.822,commercial,
brand_html5up-net_64287211,Html5up,html5up.net,finance,digital_banking,0.822,commercial,
brand_lothar-com_ec681314,Lothar,lothar.com,food_beverage,snacks,0.822,commercial,
brand_japantimes-co-jp_18024b60,Japantimes,japantimes.co.jp,gaming_entertainment,gaming,0.722,publisher,publisher_domain_pattern
brand_homestead-com_fcf058be,Homestead,homestead.com,health_wellness,healthcare,0.822,commercial,
brand_smashingmagazine-com_04577851,Smashingmagazine,smashingmagazine.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_morningstar-com_f7085c4d,Morningstar,morningstar.com,local_services,food_delivery,0.822,commercial,
brand_powerbi-com_6bd33df9,Powerbi,powerbi.com,mobility,automotive,0.822,commercial,
brand_freshdesk-com_11fbced2,Freshdesk,freshdesk.com,pet,pet_supplies,0.822,commercial,
brand_warnerbros-com_32ddb233,Warnerbros,warnerbros.com,saas,productivity,0.822,commercial,
brand_digitaloceanspaces-com_d5eaa94d,Digitaloceanspaces,digitaloceanspaces.com,sports_outdoor,fitness,0.822,commercial,
brand_livemint-com_e4b8e84a,Livemint,livemint.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_chrome-com_2d33e8a4,Chrome,chrome.com,art_culture,craft,0.822,commercial,
brand_chinaz-com_7cb0458d,Chinaz,chinaz.com,b2b_services,business_service,0.822,commercial,
brand_netperf-org_a19c4b9a,Netperf,netperf.org,baby_parenting,baby_products,0.822,commercial,
brand_buymeacoffee-com_67d91959,Buymeacoffee,buymeacoffee.com,developer_tools,dev_platform,0.822,commercial,
brand_aclu-org_83287129,Aclu,aclu.org,education,online_learning,0.822,commercial,
brand_binance-com_6390dc4a,Binance,binance.com,fashion,apparel,0.822,commercial,
